"","date","hits","geo","time","gprop","category"
"80",2010-08-01,34,"AR","all","web",569
"81",2010-09-01,33,"AR","all","web",569
"82",2010-10-01,29,"AR","all","web",569
"83",2010-11-01,30,"AR","all","web",569
"84",2010-12-01,24,"AR","all","web",569
"85",2011-01-01,66,"AR","all","web",569
"86",2011-02-01,67,"AR","all","web",569
"87",2011-03-01,65,"AR","all","web",569
"88",2011-04-01,73,"AR","all","web",569
"89",2011-05-01,82,"AR","all","web",569
"90",2011-06-01,73,"AR","all","web",569
"91",2011-07-01,100,"AR","all","web",569
"92",2011-08-01,90,"AR","all","web",569
"93",2011-09-01,76,"AR","all","web",569
"94",2011-10-01,69,"AR","all","web",569
"95",2011-11-01,67,"AR","all","web",569
"96",2011-12-01,54,"AR","all","web",569
"97",2012-01-01,62,"AR","all","web",569
"98",2012-02-01,65,"AR","all","web",569
"99",2012-03-01,63,"AR","all","web",569
"100",2012-04-01,78,"AR","all","web",569
"101",2012-05-01,71,"AR","all","web",569
"102",2012-06-01,74,"AR","all","web",569
"103",2012-07-01,91,"AR","all","web",569
"104",2012-08-01,73,"AR","all","web",569
"105",2012-09-01,72,"AR","all","web",569
"106",2012-10-01,64,"AR","all","web",569
"107",2012-11-01,61,"AR","all","web",569
"108",2012-12-01,50,"AR","all","web",569
"109",2013-01-01,62,"AR","all","web",569
"110",2013-02-01,64,"AR","all","web",569
"111",2013-03-01,57,"AR","all","web",569
"112",2013-04-01,60,"AR","all","web",569
"113",2013-05-01,68,"AR","all","web",569
"114",2013-06-01,86,"AR","all","web",569
"115",2013-07-01,89,"AR","all","web",569
"116",2013-08-01,65,"AR","all","web",569
"117",2013-09-01,68,"AR","all","web",569
"118",2013-10-01,57,"AR","all","web",569
"119",2013-11-01,62,"AR","all","web",569
"120",2013-12-01,49,"AR","all","web",569
"121",2014-01-01,69,"AR","all","web",569
"122",2014-02-01,64,"AR","all","web",569
"123",2014-03-01,67,"AR","all","web",569
"124",2014-04-01,64,"AR","all","web",569
"125",2014-05-01,65,"AR","all","web",569
"126",2014-06-01,64,"AR","all","web",569
"127",2014-07-01,80,"AR","all","web",569
"128",2014-08-01,70,"AR","all","web",569
"129",2014-09-01,64,"AR","all","web",569
"130",2014-10-01,58,"AR","all","web",569
"131",2014-11-01,62,"AR","all","web",569
"132",2014-12-01,50,"AR","all","web",569
"133",2015-01-01,69,"AR","all","web",569
"134",2015-02-01,69,"AR","all","web",569
"135",2015-03-01,58,"AR","all","web",569
"136",2015-04-01,65,"AR","all","web",569
"137",2015-05-01,59,"AR","all","web",569
"138",2015-06-01,75,"AR","all","web",569
"139",2015-07-01,95,"AR","all","web",569
"140",2015-08-01,67,"AR","all","web",569
"141",2015-09-01,61,"AR","all","web",569
"142",2015-10-01,65,"AR","all","web",569
"143",2015-11-01,65,"AR","all","web",569
"144",2015-12-01,52,"AR","all","web",569
"145",2016-01-01,62,"AR","all","web",569
"146",2016-02-01,65,"AR","all","web",569
"147",2016-03-01,63,"AR","all","web",569
"148",2016-04-01,64,"AR","all","web",569
"149",2016-05-01,63,"AR","all","web",569
"150",2016-06-01,69,"AR","all","web",569
"151",2016-07-01,89,"AR","all","web",569
"152",2016-08-01,60,"AR","all","web",569
"153",2016-09-01,61,"AR","all","web",569
"154",2016-10-01,51,"AR","all","web",569
"155",2016-11-01,52,"AR","all","web",569
"156",2016-12-01,47,"AR","all","web",569
"157",2017-01-01,67,"AR","all","web",569
"158",2017-02-01,75,"AR","all","web",569
"159",2017-03-01,64,"AR","all","web",569
"160",2017-04-01,73,"AR","all","web",569
"161",2017-05-01,59,"AR","all","web",569
"162",2017-06-01,59,"AR","all","web",569
"163",2017-07-01,80,"AR","all","web",569
"164",2017-08-01,62,"AR","all","web",569
"165",2017-09-01,69,"AR","all","web",569
"166",2017-10-01,58,"AR","all","web",569
"167",2017-11-01,52,"AR","all","web",569
"168",2017-12-01,50,"AR","all","web",569
"169",2018-01-01,66,"AR","all","web",569
"170",2018-02-01,63,"AR","all","web",569
"171",2018-03-01,63,"AR","all","web",569
"172",2018-04-01,64,"AR","all","web",569
"173",2018-05-01,57,"AR","all","web",569
"174",2018-06-01,58,"AR","all","web",569
"175",2018-07-01,88,"AR","all","web",569
"176",2018-08-01,65,"AR","all","web",569
"177",2018-09-01,57,"AR","all","web",569
"178",2018-10-01,51,"AR","all","web",569
"179",2018-11-01,56,"AR","all","web",569
"180",2018-12-01,50,"AR","all","web",569
"181",2019-01-01,68,"AR","all","web",569
"182",2019-02-01,64,"AR","all","web",569
"183",2019-03-01,58,"AR","all","web",569
"184",2019-04-01,63,"AR","all","web",569
"185",2019-05-01,60,"AR","all","web",569
"186",2019-06-01,77,"AR","all","web",569
"187",2019-07-01,77,"AR","all","web",569
"188",2019-08-01,57,"AR","all","web",569
"189",2019-09-01,54,"AR","all","web",569
"190",2019-10-01,58,"AR","all","web",569
"191",2019-11-01,55,"AR","all","web",569
"192",2019-12-01,51,"AR","all","web",569
"193",2020-01-01,69,"AR","all","web",569
"194",2020-02-01,71,"AR","all","web",569
"195",2020-03-01,41,"AR","all","web",569
"196",2020-04-01,26,"AR","all","web",569
"197",2020-05-01,25,"AR","all","web",569
"198",2020-06-01,24,"AR","all","web",569
"199",2020-07-01,24,"AR","all","web",569
"200",2020-08-01,25,"AR","all","web",569
"201",2020-09-01,27,"AR","all","web",569
"202",2020-10-01,24,"AR","all","web",569
"203",2020-11-01,26,"AR","all","web",569
"204",2020-12-01,25,"AR","all","web",569
"205",2021-01-01,25,"AR","all","web",569
"206",2021-02-01,27,"AR","all","web",569
"207",2021-03-01,36,"AR","all","web",569
"208",2021-04-01,33,"AR","all","web",569
"209",2021-05-01,27,"AR","all","web",569
"210",2021-06-01,34,"AR","all","web",569
"211",2021-07-01,52,"AR","all","web",569
"212",2021-08-01,38,"AR","all","web",569
"213",2021-09-01,38,"AR","all","web",569
"214",2021-10-01,44,"AR","all","web",569
"215",2021-11-01,52,"AR","all","web",569
"216",2021-12-01,55,"AR","all","web",569
"217",2022-01-01,51,"AR","all","web",569
"218",2022-02-01,53,"AR","all","web",569
"219",2022-03-01,56,"AR","all","web",569
"220",2022-04-01,51,"AR","all","web",569
"221",2022-05-01,56,"AR","all","web",569
"222",2022-06-01,57,"AR","all","web",569
"223",2022-07-01,71,"AR","all","web",569
"224",2022-08-01,52,"AR","all","web",569
"225",2022-09-01,55,"AR","all","web",569
"226",2022-10-01,59,"AR","all","web",569
"227",2022-11-01,43,"AR","all","web",569
"228",2022-12-01,41,"AR","all","web",569
"229",2023-01-01,61,"AR","all","web",569
"230",2023-02-01,57,"AR","all","web",569
"231",2023-03-01,55,"AR","all","web",569
"232",2004-01-01,39,"AR","all","web",23
"233",2004-02-01,51,"AR","all","web",23
"234",2004-03-01,59,"AR","all","web",23
"235",2004-04-01,61,"AR","all","web",23
"236",2004-05-01,66,"AR","all","web",23
"237",2004-06-01,69,"AR","all","web",23
"238",2004-07-01,68,"AR","all","web",23
"239",2004-08-01,81,"AR","all","web",23
"240",2004-09-01,67,"AR","all","web",23
"241",2004-10-01,68,"AR","all","web",23
"242",2004-11-01,70,"AR","all","web",23
"243",2004-12-01,53,"AR","all","web",23
"244",2005-01-01,43,"AR","all","web",23
"245",2005-02-01,52,"AR","all","web",23
"246",2005-03-01,60,"AR","all","web",23
"247",2005-04-01,63,"AR","all","web",23
"248",2005-05-01,81,"AR","all","web",23
"249",2005-06-01,78,"AR","all","web",23
"250",2005-07-01,91,"AR","all","web",23
"251",2005-08-01,100,"AR","all","web",23
"252",2005-09-01,78,"AR","all","web",23
"253",2005-10-01,77,"AR","all","web",23
"254",2005-11-01,72,"AR","all","web",23
"255",2005-12-01,55,"AR","all","web",23
"256",2006-01-01,45,"AR","all","web",23
"257",2006-02-01,57,"AR","all","web",23
"258",2006-03-01,74,"AR","all","web",23
"259",2006-04-01,86,"AR","all","web",23
"260",2006-05-01,94,"AR","all","web",23
"261",2006-06-01,73,"AR","all","web",23
"262",2006-07-01,88,"AR","all","web",23
"263",2006-08-01,90,"AR","all","web",23
"264",2006-09-01,77,"AR","all","web",23
"265",2006-10-01,80,"AR","all","web",23
"266",2006-11-01,79,"AR","all","web",23
"267",2006-12-01,61,"AR","all","web",23
"268",2007-01-01,49,"AR","all","web",23
"269",2007-02-01,63,"AR","all","web",23
"270",2007-03-01,67,"AR","all","web",23
"271",2007-04-01,75,"AR","all","web",23
"272",2007-05-01,93,"AR","all","web",23
"273",2007-06-01,84,"AR","all","web",23
"274",2007-07-01,86,"AR","all","web",23
"275",2007-08-01,87,"AR","all","web",23
"276",2007-09-01,84,"AR","all","web",23
"277",2007-10-01,82,"AR","all","web",23
"278",2007-11-01,70,"AR","all","web",23
"279",2007-12-01,82,"AR","all","web",23
"280",2008-01-01,46,"AR","all","web",23
"281",2008-02-01,52,"AR","all","web",23
"282",2008-03-01,69,"AR","all","web",23
"283",2008-04-01,61,"AR","all","web",23
"284",2008-05-01,65,"AR","all","web",23
"285",2008-06-01,71,"AR","all","web",23
"286",2008-07-01,66,"AR","all","web",23
"287",2008-08-01,62,"AR","all","web",23
"288",2008-09-01,56,"AR","all","web",23
"289",2008-10-01,49,"AR","all","web",23
"290",2008-11-01,48,"AR","all","web",23
"291",2008-12-01,40,"AR","all","web",23
"292",2009-01-01,31,"AR","all","web",23
"293",2009-02-01,37,"AR","all","web",23
"294",2009-03-01,42,"AR","all","web",23
"295",2009-04-01,42,"AR","all","web",23
"296",2009-05-01,44,"AR","all","web",23
"297",2009-06-01,45,"AR","all","web",23
"298",2009-07-01,40,"AR","all","web",23
"299",2009-08-01,44,"AR","all","web",23
"300",2009-09-01,39,"AR","all","web",23
"301",2009-10-01,38,"AR","all","web",23
"302",2009-11-01,38,"AR","all","web",23
"303",2009-12-01,30,"AR","all","web",23
"304",2010-01-01,24,"AR","all","web",23
"305",2010-02-01,29,"AR","all","web",23
"306",2010-03-01,32,"AR","all","web",23
"307",2010-04-01,37,"AR","all","web",23
"308",2010-05-01,43,"AR","all","web",23
"309",2010-06-01,37,"AR","all","web",23
"310",2010-07-01,38,"AR","all","web",23
"311",2010-08-01,35,"AR","all","web",23
"312",2010-09-01,33,"AR","all","web",23
"313",2010-10-01,32,"AR","all","web",23
"314",2010-11-01,31,"AR","all","web",23
"315",2010-12-01,25,"AR","all","web",23
"316",2011-01-01,64,"AR","all","web",23
"317",2011-02-01,68,"AR","all","web",23
"318",2011-03-01,77,"AR","all","web",23
"319",2011-04-01,81,"AR","all","web",23
"320",2011-05-01,89,"AR","all","web",23
"321",2011-06-01,87,"AR","all","web",23
"322",2011-07-01,94,"AR","all","web",23
"323",2011-08-01,85,"AR","all","web",23
"324",2011-09-01,81,"AR","all","web",23
"325",2011-10-01,87,"AR","all","web",23
"326",2011-11-01,80,"AR","all","web",23
"327",2011-12-01,68,"AR","all","web",23
"328",2012-01-01,60,"AR","all","web",23
"329",2012-02-01,61,"AR","all","web",23
"330",2012-03-01,69,"AR","all","web",23
"331",2012-04-01,72,"AR","all","web",23
"332",2012-05-01,75,"AR","all","web",23
"333",2012-06-01,81,"AR","all","web",23
"334",2012-07-01,83,"AR","all","web",23
"335",2012-08-01,82,"AR","all","web",23
"336",2012-09-01,78,"AR","all","web",23
"337",2012-10-01,90,"AR","all","web",23
"338",2012-11-01,87,"AR","all","web",23
"339",2012-12-01,77,"AR","all","web",23
"340",2013-01-01,65,"AR","all","web",23
"341",2013-02-01,69,"AR","all","web",23
"342",2013-03-01,78,"AR","all","web",23
"343",2013-04-01,76,"AR","all","web",23
"344",2013-05-01,78,"AR","all","web",23
"345",2013-06-01,77,"AR","all","web",23
"346",2013-07-01,87,"AR","all","web",23
"347",2013-08-01,79,"AR","all","web",23
"348",2013-09-01,75,"AR","all","web",23
"349",2013-10-01,72,"AR","all","web",23
"350",2013-11-01,70,"AR","all","web",23
"351",2013-12-01,56,"AR","all","web",23
"352",2014-01-01,52,"AR","all","web",23
"353",2014-02-01,63,"AR","all","web",23
"354",2014-03-01,67,"AR","all","web",23
"355",2014-04-01,70,"AR","all","web",23
"356",2014-05-01,83,"AR","all","web",23
"357",2014-06-01,79,"AR","all","web",23
"358",2014-07-01,83,"AR","all","web",23
"359",2014-08-01,83,"AR","all","web",23
"360",2014-09-01,77,"AR","all","web",23
"361",2014-10-01,75,"AR","all","web",23
"362",2014-11-01,72,"AR","all","web",23
"363",2014-12-01,59,"AR","all","web",23
"364",2015-01-01,54,"AR","all","web",23
"365",2015-02-01,59,"AR","all","web",23
"366",2015-03-01,62,"AR","all","web",23
"367",2015-04-01,64,"AR","all","web",23
"368",2015-05-01,71,"AR","all","web",23
"369",2015-06-01,75,"AR","all","web",23
"370",2015-07-01,78,"AR","all","web",23
"371",2015-08-01,82,"AR","all","web",23
"372",2015-09-01,68,"AR","all","web",23
"373",2015-10-01,66,"AR","all","web",23
"374",2015-11-01,69,"AR","all","web",23
"375",2015-12-01,57,"AR","all","web",23
"376",2016-01-01,51,"AR","all","web",23
"377",2016-02-01,54,"AR","all","web",23
"378",2016-03-01,59,"AR","all","web",23
"379",2016-04-01,81,"AR","all","web",23
"380",2016-05-01,78,"AR","all","web",23
"381",2016-06-01,76,"AR","all","web",23
"382",2016-07-01,81,"AR","all","web",23
"383",2016-08-01,75,"AR","all","web",23
"384",2016-09-01,73,"AR","all","web",23
"385",2016-10-01,67,"AR","all","web",23
"386",2016-11-01,67,"AR","all","web",23
"387",2016-12-01,56,"AR","all","web",23
"388",2017-01-01,49,"AR","all","web",23
"389",2017-02-01,59,"AR","all","web",23
"390",2017-03-01,73,"AR","all","web",23
"391",2017-04-01,66,"AR","all","web",23
"392",2017-05-01,73,"AR","all","web",23
"393",2017-06-01,70,"AR","all","web",23
"394",2017-07-01,75,"AR","all","web",23
"395",2017-08-01,69,"AR","all","web",23
"396",2017-09-01,70,"AR","all","web",23
"397",2017-10-01,67,"AR","all","web",23
"398",2017-11-01,65,"AR","all","web",23
"399",2017-12-01,55,"AR","all","web",23
"400",2018-01-01,49,"AR","all","web",23
"401",2018-02-01,67,"AR","all","web",23
"402",2018-03-01,63,"AR","all","web",23
"403",2018-04-01,64,"AR","all","web",23
"404",2018-05-01,72,"AR","all","web",23
"405",2018-06-01,75,"AR","all","web",23
"406",2018-07-01,70,"AR","all","web",23
"407",2018-08-01,64,"AR","all","web",23
"408",2018-09-01,64,"AR","all","web",23
"409",2018-10-01,63,"AR","all","web",23
"410",2018-11-01,64,"AR","all","web",23
"411",2018-12-01,55,"AR","all","web",23
"412",2019-01-01,48,"AR","all","web",23
"413",2019-02-01,52,"AR","all","web",23
"414",2019-03-01,56,"AR","all","web",23
"415",2019-04-01,57,"AR","all","web",23
"416",2019-05-01,64,"AR","all","web",23
"417",2019-06-01,69,"AR","all","web",23
"418",2019-07-01,69,"AR","all","web",23
"419",2019-08-01,61,"AR","all","web",23
"420",2019-09-01,63,"AR","all","web",23
"421",2019-10-01,58,"AR","all","web",23
"422",2019-11-01,63,"AR","all","web",23
"423",2019-12-01,52,"AR","all","web",23
"424",2020-01-01,54,"AR","all","web",23
"425",2020-02-01,52,"AR","all","web",23
"426",2020-03-01,52,"AR","all","web",23
"427",2020-04-01,68,"AR","all","web",23
"428",2020-05-01,54,"AR","all","web",23
"429",2020-06-01,49,"AR","all","web",23
"430",2020-07-01,50,"AR","all","web",23
"431",2020-08-01,47,"AR","all","web",23
"432",2020-09-01,40,"AR","all","web",23
"433",2020-10-01,42,"AR","all","web",23
"434",2020-11-01,44,"AR","all","web",23
"435",2020-12-01,39,"AR","all","web",23
"436",2021-01-01,35,"AR","all","web",23
"437",2021-02-01,41,"AR","all","web",23
"438",2021-03-01,44,"AR","all","web",23
"439",2021-04-01,51,"AR","all","web",23
"440",2021-05-01,49,"AR","all","web",23
"441",2021-06-01,49,"AR","all","web",23
"442",2021-07-01,52,"AR","all","web",23
"443",2021-08-01,52,"AR","all","web",23
"444",2021-09-01,46,"AR","all","web",23
"445",2021-10-01,46,"AR","all","web",23
"446",2021-11-01,49,"AR","all","web",23
"447",2021-12-01,45,"AR","all","web",23
"448",2022-01-01,38,"AR","all","web",23
"449",2022-02-01,46,"AR","all","web",23
"450",2022-03-01,50,"AR","all","web",23
"451",2022-04-01,51,"AR","all","web",23
"452",2022-05-01,50,"AR","all","web",23
"453",2022-06-01,54,"AR","all","web",23
"454",2022-07-01,57,"AR","all","web",23
"455",2022-08-01,52,"AR","all","web",23
"456",2022-09-01,49,"AR","all","web",23
"457",2022-10-01,47,"AR","all","web",23
"458",2022-11-01,47,"AR","all","web",23
"459",2022-12-01,39,"AR","all","web",23
"460",2023-01-01,41,"AR","all","web",23
"461",2023-02-01,44,"AR","all","web",23
"462",2023-03-01,47,"AR","all","web",23
"463",2004-01-01,35,"AR","all","web",47
"464",2004-02-01,40,"AR","all","web",47
"465",2004-03-01,45,"AR","all","web",47
"466",2004-04-01,45,"AR","all","web",47
"467",2004-05-01,51,"AR","all","web",47
"468",2004-06-01,50,"AR","all","web",47
"469",2004-07-01,54,"AR","all","web",47
"470",2004-08-01,55,"AR","all","web",47
"471",2004-09-01,56,"AR","all","web",47
"472",2004-10-01,55,"AR","all","web",47
"473",2004-11-01,52,"AR","all","web",47
"474",2004-12-01,49,"AR","all","web",47
"475",2005-01-01,48,"AR","all","web",47
"476",2005-02-01,53,"AR","all","web",47
"477",2005-03-01,54,"AR","all","web",47
"478",2005-04-01,55,"AR","all","web",47
"479",2005-05-01,55,"AR","all","web",47
"480",2005-06-01,56,"AR","all","web",47
"481",2005-07-01,60,"AR","all","web",47
"482",2005-08-01,63,"AR","all","web",47
"483",2005-09-01,59,"AR","all","web",47
"484",2005-10-01,55,"AR","all","web",47
"485",2005-11-01,56,"AR","all","web",47
"486",2005-12-01,53,"AR","all","web",47
"487",2006-01-01,51,"AR","all","web",47
"488",2006-02-01,56,"AR","all","web",47
"489",2006-03-01,56,"AR","all","web",47
"490",2006-04-01,59,"AR","all","web",47
"491",2006-05-01,58,"AR","all","web",47
"492",2006-06-01,54,"AR","all","web",47
"493",2006-07-01,65,"AR","all","web",47
"494",2006-08-01,67,"AR","all","web",47
"495",2006-09-01,63,"AR","all","web",47
"496",2006-10-01,62,"AR","all","web",47
"497",2006-11-01,64,"AR","all","web",47
"498",2006-12-01,60,"AR","all","web",47
"499",2007-01-01,57,"AR","all","web",47
"500",2007-02-01,63,"AR","all","web",47
"501",2007-03-01,67,"AR","all","web",47
"502",2007-04-01,64,"AR","all","web",47
"503",2007-05-01,63,"AR","all","web",47
"504",2007-06-01,66,"AR","all","web",47
"505",2007-07-01,68,"AR","all","web",47
"506",2007-08-01,72,"AR","all","web",47
"507",2007-09-01,66,"AR","all","web",47
"508",2007-10-01,64,"AR","all","web",47
"509",2007-11-01,65,"AR","all","web",47
"510",2007-12-01,58,"AR","all","web",47
"511",2008-01-01,57,"AR","all","web",47
"512",2008-02-01,58,"AR","all","web",47
"513",2008-03-01,58,"AR","all","web",47
"514",2008-04-01,60,"AR","all","web",47
"515",2008-05-01,59,"AR","all","web",47
"516",2008-06-01,55,"AR","all","web",47
"517",2008-07-01,57,"AR","all","web",47
"518",2008-08-01,55,"AR","all","web",47
"519",2008-09-01,56,"AR","all","web",47
"520",2008-10-01,49,"AR","all","web",47
"521",2008-11-01,46,"AR","all","web",47
"522",2008-12-01,45,"AR","all","web",47
"523",2009-01-01,47,"AR","all","web",47
"524",2009-02-01,46,"AR","all","web",47
"525",2009-03-01,43,"AR","all","web",47
"526",2009-04-01,45,"AR","all","web",47
"527",2009-05-01,44,"AR","all","web",47
"528",2009-06-01,44,"AR","all","web",47
"529",2009-07-01,47,"AR","all","web",47
"530",2009-08-01,47,"AR","all","web",47
"531",2009-09-01,44,"AR","all","web",47
"532",2009-10-01,41,"AR","all","web",47
"533",2009-11-01,39,"AR","all","web",47
"534",2009-12-01,38,"AR","all","web",47
"535",2010-01-01,36,"AR","all","web",47
"536",2010-02-01,38,"AR","all","web",47
"537",2010-03-01,39,"AR","all","web",47
"538",2010-04-01,38,"AR","all","web",47
"539",2010-05-01,38,"AR","all","web",47
"540",2010-06-01,35,"AR","all","web",47
"541",2010-07-01,37,"AR","all","web",47
"542",2010-08-01,39,"AR","all","web",47
"543",2010-09-01,37,"AR","all","web",47
"544",2010-10-01,33,"AR","all","web",47
"545",2010-11-01,32,"AR","all","web",47
"546",2010-12-01,31,"AR","all","web",47
"547",2011-01-01,78,"AR","all","web",47
"548",2011-02-01,83,"AR","all","web",47
"549",2011-03-01,80,"AR","all","web",47
"550",2011-04-01,88,"AR","all","web",47
"551",2011-05-01,83,"AR","all","web",47
"552",2011-06-01,87,"AR","all","web",47
"553",2011-07-01,80,"AR","all","web",47
"554",2011-08-01,89,"AR","all","web",47
"555",2011-09-01,88,"AR","all","web",47
"556",2011-10-01,83,"AR","all","web",47
"557",2011-11-01,81,"AR","all","web",47
"558",2011-12-01,78,"AR","all","web",47
"559",2012-01-01,75,"AR","all","web",47
"560",2012-02-01,82,"AR","all","web",47
"561",2012-03-01,81,"AR","all","web",47
"562",2012-04-01,77,"AR","all","web",47
"563",2012-05-01,83,"AR","all","web",47
"564",2012-06-01,77,"AR","all","web",47
"565",2012-07-01,83,"AR","all","web",47
"566",2012-08-01,86,"AR","all","web",47
"567",2012-09-01,78,"AR","all","web",47
"568",2012-10-01,82,"AR","all","web",47
"569",2012-11-01,72,"AR","all","web",47
"570",2012-12-01,72,"AR","all","web",47
"571",2013-01-01,76,"AR","all","web",47
"572",2013-02-01,76,"AR","all","web",47
"573",2013-03-01,80,"AR","all","web",47
"574",2013-04-01,77,"AR","all","web",47
"575",2013-05-01,81,"AR","all","web",47
"576",2013-06-01,81,"AR","all","web",47
"577",2013-07-01,84,"AR","all","web",47
"578",2013-08-01,85,"AR","all","web",47
"579",2013-09-01,81,"AR","all","web",47
"580",2013-10-01,79,"AR","all","web",47
"581",2013-11-01,78,"AR","all","web",47
"582",2013-12-01,74,"AR","all","web",47
"583",2014-01-01,80,"AR","all","web",47
"584",2014-02-01,79,"AR","all","web",47
"585",2014-03-01,78,"AR","all","web",47
"586",2014-04-01,78,"AR","all","web",47
"587",2014-05-01,78,"AR","all","web",47
"588",2014-06-01,79,"AR","all","web",47
"589",2014-07-01,80,"AR","all","web",47
"590",2014-08-01,85,"AR","all","web",47
"591",2014-09-01,85,"AR","all","web",47
"592",2014-10-01,80,"AR","all","web",47
"593",2014-11-01,77,"AR","all","web",47
"594",2014-12-01,74,"AR","all","web",47
"595",2015-01-01,77,"AR","all","web",47
"596",2015-02-01,77,"AR","all","web",47
"597",2015-03-01,80,"AR","all","web",47
"598",2015-04-01,84,"AR","all","web",47
"599",2015-05-01,82,"AR","all","web",47
"600",2015-06-01,83,"AR","all","web",47
"601",2015-07-01,87,"AR","all","web",47
"602",2015-08-01,89,"AR","all","web",47
"603",2015-09-01,85,"AR","all","web",47
"604",2015-10-01,82,"AR","all","web",47
"605",2015-11-01,82,"AR","all","web",47
"606",2015-12-01,77,"AR","all","web",47
"607",2016-01-01,82,"AR","all","web",47
"608",2016-02-01,78,"AR","all","web",47
"609",2016-03-01,87,"AR","all","web",47
"610",2016-04-01,84,"AR","all","web",47
"611",2016-05-01,87,"AR","all","web",47
"612",2016-06-01,82,"AR","all","web",47
"613",2016-07-01,89,"AR","all","web",47
"614",2016-08-01,90,"AR","all","web",47
"615",2016-09-01,87,"AR","all","web",47
"616",2016-10-01,89,"AR","all","web",47
"617",2016-11-01,83,"AR","all","web",47
"618",2016-12-01,84,"AR","all","web",47
"619",2017-01-01,85,"AR","all","web",47
"620",2017-02-01,90,"AR","all","web",47
"621",2017-03-01,84,"AR","all","web",47
"622",2017-04-01,84,"AR","all","web",47
"623",2017-05-01,87,"AR","all","web",47
"624",2017-06-01,87,"AR","all","web",47
"625",2017-07-01,89,"AR","all","web",47
"626",2017-08-01,94,"AR","all","web",47
"627",2017-09-01,90,"AR","all","web",47
"628",2017-10-01,89,"AR","all","web",47
"629",2017-11-01,84,"AR","all","web",47
"630",2017-12-01,81,"AR","all","web",47
"631",2018-01-01,88,"AR","all","web",47
"632",2018-02-01,86,"AR","all","web",47
"633",2018-03-01,88,"AR","all","web",47
"634",2018-04-01,86,"AR","all","web",47
